station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
MKE,2025-02-05 06:52,18.00,7.00,61.52,350.00,7.00,0.00,30.45,1032.40,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,7.71,KMKE 050652Z 35007KT 10SM OVC015 M08/M14 A3045 RMK AO2 SLP324 T10781139,M
MKE,2025-02-05 07:52,18.00,8.00,64.37,340.00,7.00,0.00,30.44,1032.30,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,7.71,KMKE 050752Z 34007KT 10SM OVC016 M08/M13 A3044 RMK AO2 SLP323 T10781133,M
MKE,2025-02-05 08:52,19.00,8.00,61.66,340.00,7.00,0.00,30.44,1032.30,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,8.93,KMKE 050852Z 34007KT 10SM OVC016 M07/M13 A3044 RMK AO2 SLP323 T10721133 55004,M
MKE,2025-02-05 09:52,18.00,8.00,64.37,340.00,8.00,0.00,30.43,1031.70,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,6.87,KMKE 050952Z 34008KT 10SM OVC018 M08/M13 A3043 RMK AO2 SLP317 T10781133,M
MKE,2025-02-05 10:52,19.00,9.00,64.50,340.00,7.00,0.00,30.41,1031.20,10.00,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,8.93,KMKE 051052Z 34007KT 10SM OVC017 M07/M13 A3041 RMK AO2 SLP312 T10721128,M
MKE,2025-02-05 11:52,23.00,12.00,62.23,280.00,7.00,0.00,30.40,1030.70,10.00,16.00,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,13.81,KMKE 051152Z 28007G16KT 10SM OVC019 M05/M11 A3040 RMK AO2 SLP307 T10501111 11050 21078 56014,M
MKE,2025-02-05 12:52,20.00,11.00,67.58,320.00,4.00,0.00,30.39,1030.60,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,13.41,KMKE 051252Z 32004KT 10SM OVC020 M07/M12 A3039 RMK AO2 SLP306 T10671117,M
MKE,2025-02-05 13:52,25.00,17.00,71.22,100.00,9.00,0.00,30.38,1030.10,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,14.81,KMKE 051352Z 10009KT 10SM OVC021 M04/M08 A3038 RMK AO2 SLP301 T10391083,M
MKE,2025-02-05 14:52,26.00,17.00,68.32,100.00,13.00,0.00,30.36,1029.30,10.00,M,BKN,OVC,M,M,2000.00,15000.00,M,M,M,M,M,M,M,M,M,13.88,KMKE 051452Z 10013KT 10SM BKN020 OVC150 M03/M08 A3036 RMK AO2 SLP293 T10331083 58014,M
MKE,2025-02-05 15:52,26.00,17.00,68.32,90.00,13.00,0.00,30.34,1028.80,10.00,M,BKN,OVC,M,M,2000.00,25000.00,M,M,M,M,M,M,M,M,M,13.88,KMKE 051552Z 09013KT 10SM BKN020 OVC250 M03/M08 A3034 RMK AO2 SLP288 T10331083,M
MKE,2025-02-05 16:52,27.00,17.00,65.56,90.00,12.00,0.00,30.33,1028.40,10.00,M,BKN,OVC,M,M,2200.00,11000.00,M,M,M,M,M,M,M,M,M,15.64,KMKE 051652Z 09012KT 10SM BKN022 OVC110 M03/M08 A3033 RMK AO2 SLP284 T10281083,M
MKE,2025-02-05 17:52,26.00,18.00,71.33,110.00,12.00,0.00,30.30,1027.50,10.00,M,BKN,OVC,M,M,2000.00,12000.00,M,M,M,M,M,M,M,M,M,14.37,KMKE 051752Z 11012KT 10SM BKN020 OVC120 M03/M08 A3030 RMK AO2 SLP275 T10331078 11028 21072 58018,M
MKE,2025-02-05 18:52,27.00,18.00,68.45,110.00,12.00,0.00,30.24,1025.40,10.00,M,BKN,BKN,OVC,M,2000.00,12000.00,25000.00,M,M,M,M,M,M,M,M,15.64,KMKE 051852Z 11012KT 10SM BKN020 BKN120 OVC250 M03/M08 A3024 RMK AO2 SLP254 T10281078,M
MKE,2025-02-05 19:52,28.00,18.00,65.69,90.00,14.00,0.00,30.19,1023.70,10.00,M,SCT,BKN,OVC,M,2000.00,10000.00,25000.00,M,M,M,M,M,M,M,M,16.01,KMKE 051952Z 09014KT 10SM SCT020 BKN100 OVC250 M02/M08 A3019 RMK AO2 SLP237 T10221078,M
MKE,2025-02-05 20:50,26.60,17.60,68.40,100.00,15.94,M,30.15,M,10.00,M,BKN,OVC,M,M,2001.00,25000.00,M,M,M,M,M,M,M,M,M,13.40,SPECI KMKE 052050Z 10016KT 10SM BKN020 OVC250 M03/M08 A3015 RMK AO2 FIBI (JA),M
MKE,2025-02-05 20:52,27.00,18.00,68.45,100.00,13.00,0.00,30.15,1022.30,10.00,M,BKN,OVC,M,M,2000.00,25000.00,M,M,M,M,M,M,M,M,M,15.16,KMKE 052052Z 10013KT 10SM BKN020 OVC250 M03/M08 A3015 RMK AO2 SLP223 T10281078 56050,M
MKE,2025-02-05 21:52,28.00,19.00,68.57,100.00,13.00,0.00,30.12,1021.10,10.00,M,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,16.44,KMKE 052152Z 10013KT 10SM OVC019 M02/M07 A3012 RMK AO2 SLP211 T10221072,M
MKE,2025-02-05 22:52,28.00,19.00,68.57,120.00,11.00,0.00,30.08,1019.90,10.00,M,BKN,OVC,M,M,2100.00,6000.00,M,M,M,M,M,M,M,M,M,17.41,KMKE 052252Z 12011KT 10SM BKN021 OVC060 M02/M07 A3008 RMK AO2 SLP199 T10221072,M
MKE,2025-02-05 23:50,28.40,19.40,68.61,110.00,12.05,M,30.05,M,10.00,M,SCT,OVC,M,M,2099.00,6000.00,M,M,M,M,M,M,M,M,M,17.40,SPECI KMKE 052350Z 11012KT 10SM SCT021 OVC060 M02/M07 A3005 RMK AO2 FIBI (JA),M
MKE,2025-02-05 23:52,28.00,19.00,68.57,110.00,14.00,0.00,30.05,1018.50,10.00,18.00,SCT,OVC,M,M,2100.00,6000.00,M,M,M,M,M,M,M,M,M,16.01,KMKE 052352Z 11014G18KT 10SM SCT021 OVC060 M02/M07 A3005 RMK AO2 SLP185 T10221072 11017 21033 58036,M
MKE,2025-02-06 00:24,28.00,19.00,68.57,110.00,15.00,0.00,30.02,M,10.00,M,BKN,OVC,M,M,2100.00,5500.00,M,M,M,M,M,M,M,M,M,15.59,KMKE 060024Z 11015KT 10SM BKN021 OVC055 M02/M07 A3002 RMK AO2 T10221072,M
MKE,2025-02-06 00:50,28.40,19.40,68.61,110.00,13.02,M,30.00,M,10.00,M,SCT,OVC,M,M,2099.00,5498.00,M,M,M,M,M,M,M,M,M,16.95,SPECI KMKE 060050Z 11013KT 10SM SCT021 OVC055 M02/M07 A3000 RMK AO2 FIBI (JA),M
MKE,2025-02-06 00:52,28.00,19.00,68.57,110.00,13.00,0.00,30.00,1017.10,10.00,M,FEW,OVC,M,M,2100.00,5500.00,M,M,M,M,M,M,M,M,M,16.44,KMKE 060052Z 11013KT 10SM FEW021 OVC055 M02/M07 A3000 RMK AO2 SLP171 T10221072,M
MKE,2025-02-06 01:52,29.00,19.00,65.81,120.00,13.00,0.00,29.95,1015.30,10.00,24.00,SCT,OVC,M,M,2400.00,5500.00,M,M,M,M,M,M,M,M,M,17.73,KMKE 060152Z 12013G24KT 10SM SCT024 OVC055 M02/M07 A2995 RMK AO2 SLP153 T10171072,M
MKE,2025-02-06 02:52,29.00,19.00,65.81,130.00,13.00,0.00,29.93,1014.60,10.00,M,FEW,OVC,M,M,2400.00,4600.00,M,M,M,M,M,M,M,M,M,17.73,KMKE 060252Z 13013KT 10SM FEW024 OVC046 M02/M07 A2993 RMK AO2 SLP146 T10171072 56037,M
MKE,2025-02-06 03:24,28.00,22.00,77.89,120.00,15.00,T,29.91,M,7.00,M,BKN,OVC,M,M,2300.00,3800.00,M,M,-FZDZ,T,M,M,M,M,M,15.59,KMKE 060324Z 12015KT 7SM -FZDZ BKN023 OVC038 M02/M06 A2991 RMK AO2 FZDZB24 P0000 I1000 T10221056,M
MKE,2025-02-06 03:52,28.00,24.00,84.72,130.00,10.00,T,29.89,1013.30,8.00,19.00,BKN,OVC,M,M,2000.00,2400.00,M,M,-FZDZ,T,M,M,M,M,M,17.95,KMKE 060352Z 13010G19KT 8SM -FZDZ BKN020 OVC024 M02/M04 A2989 RMK AO2 FZDZB24 SLP133 P0000 I1000 T10221044,M
MKE,2025-02-06 04:35,28.00,26.00,92.08,130.00,10.00,T,29.86,M,5.00,M,FEW,BKN,OVC,M,800.00,1200.00,1900.00,M,-FZDZ BR,0.01,M,M,M,M,M,17.95,KMKE 060435Z 13010KT 5SM -FZDZ BR FEW008 BKN012 OVC019 M02/M03 A2986 RMK AO2 P0000 I1001 T10221033,M
MKE,2025-02-06 04:50,28.40,26.60,92.86,140.00,11.08,M,29.85,M,4.00,M,BKN,BKN,OVC,M,600.00,1200.00,1899.00,M,-FZDZ FZDZ BR,M,M,M,M,M,M,17.88,SPECI KMKE 060450Z 14011KT 4SM -FZDZ BR BKN006 BKN012 OVC019 M02/M03 A2985 RMK AO2 P0000 I1002 FIBI (JMF),M
MKE,2025-02-06 04:52,28.00,26.00,92.08,140.00,11.00,T,29.85,1011.80,4.00,M,BKN,BKN,OVC,M,600.00,1600.00,2100.00,M,-FZDZ BR,0.02,M,M,M,M,M,17.41,KMKE 060452Z 14011KT 4SM -FZDZ BR BKN006 BKN016 OVC021 M02/M03 A2985 RMK AO2 SLP118 P0000 I1002 T10221033,M
MKE,2025-02-06 05:52,29.00,27.00,92.12,150.00,7.00,0.01,29.82,1010.90,4.00,M,BKN,OVC,M,M,500.00,1300.00,M,M,-FZDZ BR,0.02,M,0.04,M,M,M,21.12,KMKE 060552Z 15007KT 4SM -FZDZ BR BKN005 OVC013 M02/M03 A2982 RMK AO2 SLP109 P0001 60001 I1002 I6004 T10171028 11017 21022 410171078 56036,M
MKE,2025-02-06 06:19,29.00,27.00,92.12,160.00,7.00,T,29.81,M,4.00,M,SCT,OVC,M,M,800.00,1600.00,M,M,-FZDZ BR,0.01,M,M,M,M,M,21.12,KMKE 060619Z 16007KT 4SM -FZDZ BR SCT008 OVC016 M02/M03 A2981 RMK AO2 P0000 I1001 T10171028,M
MKE,2025-02-06 06:50,28.40,26.60,92.86,180.00,6.03,M,29.80,M,5.00,M,BKN,OVC,M,M,800.00,1899.00,M,M,-FZDZ FZDZ BR,M,M,M,M,M,M,21.17,SPECI KMKE 060650Z 18006KT 5SM -FZDZ BR BKN008 OVC019 M02/M03 A2980 RMK AO2 P0000 I1001 FIBI (JMF),M
MKE,2025-02-06 06:52,29.00,27.00,92.12,170.00,7.00,T,29.80,1010.00,5.00,M,BKN,OVC,M,M,800.00,1700.00,M,M,-FZDZ BR,0.01,M,M,M,M,M,21.12,KMKE 060652Z 17007KT 5SM -FZDZ BR BKN008 OVC017 M02/M03 A2980 RMK AO2 SLP100 P0000 I1001 T10171028,M
MKE,2025-02-06 07:34,29.00,27.00,92.12,180.00,4.00,0.01,29.78,M,6.00,M,SCT,BKN,OVC,M,800.00,1600.00,2300.00,M,-FZDZ BR,0.01,M,M,M,M,M,23.92,KMKE 060734Z 18004KT 6SM -FZDZ BR SCT008 BKN016 OVC023 M02/M03 A2978 RMK AO2 P0001 I1001 T10171028,M
MKE,2025-02-06 07:36,29.00,27.00,92.12,180.00,5.00,0.01,29.78,M,5.00,M,SCT,BKN,OVC,M,800.00,1600.00,2300.00,M,-FZDZSN BR,0.01,M,M,M,M,M,22.83,KMKE 060736Z 18005KT 5SM -FZDZSN BR SCT008 BKN016 OVC023 M02/M03 A2978 RMK AO2 SNB35 P0001 I1001 T10171028,M
MKE,2025-02-06 07:43,29.00,27.00,92.12,170.00,4.00,0.01,29.78,M,4.00,M,SCT,BKN,OVC,M,800.00,1200.00,1700.00,M,-FZDZSN BR,0.01,M,M,M,M,M,23.92,KMKE 060743Z 17004KT 4SM -FZDZSN BR SCT008 BKN012 OVC017 M02/M03 A2978 RMK AO2 SNB35 P0001 I1001 T10171028,M
MKE,2025-02-06 07:50,28.40,26.60,92.86,190.00,4.08,M,29.78,M,2.00,M,SCT,BKN,OVC,M,698.00,1099.00,1699.00,M,-SN -FZDZ FZDZ SN BR,M,M,M,M,M,M,23.12,SPECI KMKE 060750Z 19004KT 2SM -FZDZSN BR SCT007 BKN011 OVC017 M02/M03 A2978 RMK AO2 SNB35 P0001 I1001 FIBI (JMF),M
MKE,2025-02-06 07:52,29.00,27.00,92.12,190.00,5.00,0.01,29.78,1009.40,2.00,M,SCT,OVC,M,M,700.00,1400.00,M,M,-SN BR,0.01,M,M,M,M,M,22.83,KMKE 060752Z 19005KT 2SM -SN BR SCT007 OVC014 M02/M03 A2978 RMK AO2 FZDZE51SNB35 SLP094 P0001 I1001 T10171028,M
MKE,2025-02-06 08:02,29.00,27.00,92.12,190.00,5.00,T,29.78,M,3.00,M,FEW,BKN,OVC,M,600.00,2200.00,2800.00,M,-SN BR,M,M,M,M,M,M,22.83,KMKE 060802Z 19005KT 3SM -SN BR FEW006 BKN022 OVC028 M02/M03 A2978 RMK AO2 P0000 T10171028,M
MKE,2025-02-06 08:49,28.40,26.60,92.86,220.00,5.00,0.01,29.77,M,7.00,M,BKN,BKN,OVC,M,800.00,1400.00,2100.00,M,-SN,M,M,M,M,M,M,22.12,KMKE 060849Z 22005KT 7SM -SN BKN008 BKN014 OVC021 M02/M03 A2977 RMK AO2 P0001,M
MKE,2025-02-06 08:52,28.00,27.00,95.97,230.00,4.00,0.01,29.77,1008.90,7.00,M,BKN,BKN,OVC,M,1000.00,1500.00,1900.00,M,-SN,M,0.02,M,M,M,M,22.75,KMKE 060852Z 23004KT 7SM -SN BKN010 BKN015 OVC019 M02/M03 A2977 RMK AO2 SLP089 P0001 60002 I3002 T10221028 56019,M
MKE,2025-02-06 09:09,28.00,27.00,95.97,220.00,5.00,T,29.76,M,9.00,M,BKN,OVC,M,M,800.00,1900.00,M,M,-SN,M,M,M,M,M,M,21.64,KMKE 060909Z 22005KT 9SM -SN BKN008 OVC019 M02/M03 A2976 RMK AO2 P0000 T10221028,M
MKE,2025-02-06 09:30,28.00,26.00,92.08,240.00,5.00,T,29.76,M,9.00,M,FEW,OVC,M,M,800.00,1900.00,M,M,-SN,M,M,M,M,M,M,21.64,KMKE 060930Z 24005KT 9SM -SN FEW008 OVC019 M02/M03 A2976 RMK AO2 P0000 T10221033,M
MKE,2025-02-06 09:52,28.00,26.00,92.08,230.00,4.00,T,29.75,1008.50,9.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,22.75,KMKE 060952Z 23004KT 9SM OVC016 M02/M03 A2975 RMK AO2 SNE50 SLP085 P0000 T10221033,M
MKE,2025-02-06 10:31,28.00,26.00,92.08,230.00,5.00,0.00,29.75,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,21.64,KMKE 061031Z 23005KT 10SM OVC014 M02/M03 A2975 RMK AO2 T10221033,M
MKE,2025-02-06 10:47,28.40,26.60,92.86,240.00,6.00,0.00,29.75,M,10.00,M,BKN,OVC,M,M,800.00,1200.00,M,M,M,M,M,M,M,M,M,21.19,KMKE 061047Z 24006KT 10SM BKN008 OVC012 M02/M03 A2975 RMK AO2,M
MKE,2025-02-06 10:52,28.00,26.00,92.08,230.00,5.00,0.00,29.75,1008.30,10.00,M,OVC,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,21.64,KMKE 061052Z 23005KT 10SM OVC008 M02/M03 A2975 RMK AO2 SLP083 T10221033,M
MKE,2025-02-06 11:52,29.00,26.00,88.38,260.00,8.00,0.00,29.75,1008.40,9.00,M,BKN,OVC,M,M,900.00,1300.00,M,M,M,M,M,0.02,M,M,M,20.42,KMKE 061152Z 26008KT 9SM BKN009 OVC013 M02/M03 A2975 RMK AO2 SLP084 60002 70003 I6002 T10171033 11017 21022 55000,M
MKE,2025-02-06 12:05,28.00,25.00,88.33,270.00,10.00,0.00,29.75,M,9.00,M,BKN,OVC,M,M,1100.00,1400.00,M,M,M,M,M,M,M,M,M,17.95,KMKE 061205Z 27010KT 9SM BKN011 OVC014 M02/M04 A2975 RMK AO2 T10221039,M
MKE,2025-02-06 12:52,29.00,24.00,81.32,270.00,12.00,0.00,29.77,1009.00,10.00,19.00,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,18.18,KMKE 061252Z 27012G19KT 10SM OVC017 M02/M04 A2977 RMK AO2 SLP090 T10171044,M
MKE,2025-02-06 13:52,29.00,24.00,81.32,270.00,9.00,0.00,29.79,1009.90,10.00,20.00,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,19.78,KMKE 061352Z 27009G20KT 10SM OVC017 M02/M04 A2979 RMK AO2 SLP099 T10171044,M
MKE,2025-02-06 14:52,29.00,24.00,81.32,250.00,12.00,0.00,29.80,1010.10,10.00,23.00,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,18.18,KMKE 061452Z 25012G23KT 10SM OVC015 M02/M04 A2980 RMK AO2 SLP101 T10171044 51017,M
MKE,2025-02-06 14:59,29.00,24.00,81.32,260.00,11.00,0.00,29.79,M,10.00,21.00,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,18.68,KMKE 061459Z 26011G21KT 10SM OVC013 M02/M04 A2979 RMK AO2 T10171044,M
MKE,2025-02-06 15:35,31.00,24.00,74.97,260.00,11.00,0.00,29.81,M,10.00,22.00,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,21.20,KMKE 061535Z 26011G22KT 10SM OVC017 M01/M04 A2981 RMK AO2 T10061044,M
MKE,2025-02-06 15:52,30.00,25.00,81.40,260.00,15.00,0.00,29.82,1010.60,10.00,25.00,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,26.00,240.00,2025-02-06 15:41,18.19,KMKE 061552Z 26015G25KT 10SM OVC017 M01/M04 A2982 RMK AO2 PK WND 24026/1541 SLP106 T10111039,M
MKE,2025-02-06 16:14,30.00,26.00,84.85,260.00,14.00,0.00,29.84,M,10.00,30.00,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,30.00,250.00,2025-02-06 16:08,18.58,KMKE 061614Z 26014G30KT 10SM OVC013 M01/M03 A2984 RMK AO2 PK WND 25030/1608 PRESRR T10111033,M
MKE,2025-02-06 16:36,30.00,25.00,81.40,260.00,14.00,0.00,29.85,M,10.00,28.00,BKN,OVC,M,M,1600.00,2100.00,M,M,M,M,M,M,30.00,250.00,2025-02-06 16:08,18.58,KMKE 061636Z 26014G28KT 10SM BKN016 OVC021 M01/M04 A2985 RMK AO2 PK WND 25030/1608 T10111039,M
MKE,2025-02-06 16:52,31.00,25.00,78.16,270.00,18.00,0.00,29.84,1011.20,10.00,32.00,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,32.00,260.00,2025-02-06 16:43,18.43,KMKE 061652Z 27018G32KT 10SM OVC018 M01/M04 A2984 RMK AO2 PK WND 26032/1643 SLP112 T10061039,M
MKE,2025-02-06 17:40,31.00,24.00,74.97,270.00,13.00,0.00,29.83,M,10.00,27.00,SCT,BKN,M,M,2000.00,25000.00,M,M,M,M,M,M,34.00,260.00,2025-02-06 16:55,20.29,KMKE 061740Z 27013G27KT 10SM SCT020 BKN250 M01/M04 A2983 RMK AO2 PK WND 26034/1655 T10061044,M
MKE,2025-02-06 17:52,32.00,23.00,69.04,270.00,17.00,0.00,29.83,1011.10,10.00,27.00,FEW,BKN,BKN,M,2000.00,18000.00,25000.00,M,M,M,M,M,34.00,260.00,2025-02-06 16:55,20.08,KMKE 061752Z 27017G27KT 10SM FEW020 BKN180 BKN250 00/M05 A2983 RMK AO2 PK WND 26034/1655 SLP111 T00001050 10000 21022 50010,M
MKE,2025-02-06 18:52,35.00,21.00,56.27,260.00,13.00,0.00,29.82,1010.60,10.00,25.00,FEW,BKN,M,M,12000.00,18000.00,M,M,M,M,M,M,28.00,270.00,2025-02-06 17:56,25.41,KMKE 061852Z 26013G25KT 10SM FEW120 BKN180 02/M06 A2982 RMK AO2 PK WND 27028/1756 SLP106 T00171061,M
MKE,2025-02-06 19:52,37.00,19.00,47.74,250.00,15.00,0.00,29.81,1010.10,10.00,26.00,FEW,FEW,M,M,12000.00,18000.00,M,M,M,M,M,M,28.00,230.00,2025-02-06 18:55,27.26,KMKE 061952Z 25015G26KT 10SM FEW120 FEW180 03/M07 A2981 RMK AO2 PK WND 23028/1855 SLP101 T00281072,M
MKE,2025-02-06 20:52,38.00,16.00,40.33,250.00,16.00,0.00,29.79,1009.60,10.00,30.00,FEW,M,M,M,18000.00,M,M,M,M,M,M,M,33.00,270.00,2025-02-06 20:28,28.24,KMKE 062052Z 25016G30KT 10SM FEW180 03/M09 A2979 RMK AO2 PK WND 27033/2028 SLP096 T00331089 57014,M
MKE,2025-02-06 21:52,38.00,17.00,42.11,270.00,17.00,0.00,29.80,1009.70,10.00,35.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,42.00,230.00,2025-02-06 20:56,27.94,KMKE 062152Z 27017G35KT 10SM FEW250 03/M08 A2980 RMK AO2 PK WND 23042/2056 SLP097 T00331083,M
MKE,2025-02-06 22:52,37.00,12.00,35.20,250.00,18.00,0.00,29.80,1009.90,10.00,30.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,45.00,280.00,2025-02-06 22:28,26.33,KMKE 062252Z 25018G30KT 10SM FEW250 03/M11 A2980 RMK AO2 PK WND 28045/2228 SLP099 T00281111,M
MKE,2025-02-06 23:52,35.00,10.00,34.86,260.00,15.00,0.00,29.82,1010.70,10.00,32.00,FEW,FEW,M,M,3500.00,25000.00,M,M,M,M,M,M,41.00,250.00,2025-02-06 23:05,24.67,KMKE 062352Z 26015G32KT 10SM FEW035 FEW250 02/M12 A2982 RMK AO2 PK WND 25041/2305 SLP107 T00171122 10039 20000 53010,M
MKE,2025-02-07 00:52,33.00,3.00,27.47,300.00,25.00,0.00,29.86,1011.90,10.00,43.00,CLR,M,M,M,M,M,M,M,M,M,M,M,45.00,270.00,2025-02-07 00:34,19.17,KMKE 070052Z 30025G43KT 10SM CLR 01/M16 A2986 RMK AO2 PK WND 27045/0034 SLP119 T00061161,M
MKE,2025-02-07 01:52,29.00,2.00,30.83,280.00,23.00,0.00,29.91,1013.80,10.00,36.00,CLR,M,M,M,M,M,M,M,M,M,M,M,44.00,290.00,2025-02-07 01:02,14.28,KMKE 070152Z 28023G36KT 10SM CLR M02/M17 A2991 RMK AO2 PK WND 29044/0102 SLP138 T10171167,M
MKE,2025-02-07 02:52,27.00,-2.00,27.75,290.00,22.00,0.00,29.95,1015.10,10.00,39.00,CLR,M,M,M,M,M,M,M,M,M,M,M,41.00,290.00,2025-02-07 02:07,11.88,KMKE 070252Z 29022G39KT 10SM CLR M03/M19 A2995 RMK AO2 PK WND 29041/0207 SLP151 T10281189 53043 $,M
MKE,2025-02-07 03:52,24.00,-2.00,31.43,290.00,20.00,0.00,29.99,1016.70,10.00,44.00,CLR,M,M,M,M,M,M,M,M,M,M,M,44.00,280.00,2025-02-07 03:46,8.51,KMKE 070352Z 29020G44KT 10SM CLR M04/M19 A2999 RMK AO2 PK WND 28044/0346 SLP167 T10441189 $,M
MKE,2025-02-07 04:52,22.00,-2.00,34.18,300.00,17.00,0.00,30.06,1018.80,10.00,30.00,CLR,M,M,M,M,M,M,M,M,M,M,M,35.00,290.00,2025-02-07 03:55,6.97,KMKE 070452Z 30017G30KT 10SM CLR M06/M19 A3006 RMK AO2 PK WND 29035/0355 PRESRR SLP188 T10561189 $,M
MKE,2025-02-07 05:52,19.00,-3.00,37.03,300.00,16.00,0.00,30.10,1020.60,10.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,29.00,300.00,2025-02-07 05:45,3.47,KMKE 070552Z 30016G29KT 10SM CLR M07/M19 A3010 RMK AO2 PK WND 30029/0545 SLP206 T10721194 10017 21072 400391072 53052 $,M
MKE,2025-02-07 06:52,17.00,-2.00,42.32,310.00,11.00,0.00,30.15,1022.20,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.51,KMKE 070652Z 31011G20KT 10SM CLR M08/M19 A3015 RMK AO2 SLP222 T10831189 $,M
MKE,2025-02-07 07:52,15.00,-3.00,44.02,310.00,11.00,0.00,30.19,1023.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.98,KMKE 070752Z 31011KT 10SM CLR M09/M19 A3019 RMK AO2 SLP234 T10941194 $,M
MKE,2025-02-07 08:52,14.00,-3.00,45.99,310.00,10.00,0.00,30.20,1023.90,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.40,KMKE 070852Z 31010G18KT 10SM CLR M10/M19 A3020 RMK AO2 SLP239 T11001194 51032 $,M
MKE,2025-02-07 09:52,13.00,-3.00,48.06,310.00,11.00,0.00,30.20,1023.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1.54,KMKE 070952Z 31011KT 10SM CLR M11/M19 A3020 RMK AO2 SLP239 T11061194 $,M
MKE,2025-02-07 10:52,13.00,-3.00,48.06,300.00,10.00,0.00,30.23,1024.70,10.00,M,FEW,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,-0.86,KMKE 071052Z 30010KT 10SM FEW220 M11/M19 A3023 RMK AO2 SLP247 T11061194 $,M
MKE,2025-02-07 11:52,14.00,-2.00,48.23,290.00,10.00,0.00,30.25,1025.70,10.00,19.00,BKN,M,M,M,17000.00,M,M,M,M,M,M,M,M,M,M,0.40,KMKE 071152Z 29010G19KT 10SM BKN170 M10/M19 A3025 RMK AO2 SLP257 T11001189 11072 21106 53018 $,M
MKE,2025-02-07 12:52,14.00,-2.00,48.23,280.00,10.00,0.00,30.27,1026.30,10.00,M,FEW,BKN,M,M,10000.00,17000.00,M,M,M,M,M,M,M,M,M,0.40,KMKE 071252Z 28010KT 10SM FEW100 BKN170 M10/M19 A3027 RMK AO2 SLP263 T11001189 $,M
MKE,2025-02-07 13:52,15.00,-1.00,48.40,290.00,14.00,0.00,30.28,1026.80,10.00,19.00,BKN,OVC,M,M,17000.00,25000.00,M,M,M,M,M,M,M,M,M,-0.75,KMKE 071352Z 29014G19KT 10SM BKN170 OVC250 M09/M18 A3028 RMK AO2 SLP268 T10941183,M
MKE,2025-02-07 14:52,17.00,0.00,46.51,280.00,12.00,0.00,30.29,1027.10,10.00,21.00,FEW,SCT,BKN,M,12000.00,17000.00,25000.00,M,M,M,M,M,M,M,M,2.91,KMKE 071452Z 28012G21KT 10SM FEW120 SCT170 BKN250 M08/M18 A3029 RMK AO2 SLP271 T10831178 51013,M
MKE,2025-02-07 15:52,19.00,0.00,42.67,280.00,8.00,0.00,30.29,1027.10,10.00,M,SCT,BKN,M,M,14000.00,25000.00,M,M,M,M,M,M,M,M,M,8.10,KMKE 071552Z 28008KT 10SM SCT140 BKN250 M07/M18 A3029 RMK AO2 SLP271 T10721178,M
MKE,2025-02-07 16:52,22.00,2.00,41.24,250.00,7.00,0.00,30.30,1027.40,10.00,M,BKN,BKN,M,M,15000.00,25000.00,M,M,M,M,M,M,M,M,M,12.59,KMKE 071652Z 25007KT 10SM BKN150 BKN250 M06/M17 A3030 RMK AO2 SLP274 T10561167,M
